epoch 1, training...
batch No.1559, time cost : 5.348565101623535, loss is : 0.7375834747363321
batch No.1560, time cost : 5.328237295150757, loss is : 0.6642079933549565
batch No.1561, time cost : 5.275896310806274, loss is : 0.4640200391481183
batch No.1562, time cost : 5.308703899383545, loss is : 0.5812704316732553
batch No.1563, time cost : 5.341712713241577, loss is : 0.9284733580379159
batch No.1564, time cost : 5.4708781242370605, loss is : 0.9287547011918202
batch No.1565, time cost : 5.3364551067352295, loss is : 0.6798221679203114
batch No.1566, time cost : 5.317644119262695, loss is : 0.6570446147769374
batch No.1567, time cost : 5.306367874145508, loss is : 0.6826439358550282
batch No.1568, time cost : 5.310837030410767, loss is : 0.5834406626164914
batch No.1569, time cost : 5.32155966758728, loss is : 0.7221708708175748
batch No.1570, time cost : 5.303966760635376, loss is : 0.43907260376948903
batch No.1571, time cost : 5.298236608505249, loss is : 0.657697027232749
batch No.1572, time cost : 5.291336297988892, loss is : 0.40508923112239204
batch No.1573, time cost : 5.333600997924805, loss is : 0.6310456294993315
batch No.1574, time cost : 5.295801401138306, loss is : 0.7446247328708863
batch No.1575, time cost : 5.323677062988281, loss is : 0.7468598603804857
batch No.1576, time cost : 5.318634510040283, loss is : 1.1233670376623353
batch No.1577, time cost : 5.2928571701049805, loss is : 0.6749194283147941
batch No.1578, time cost : 5.313634157180786, loss is : 1.3514156313388945
batch No.1579, time cost : 5.314709186553955, loss is : 0.5910152990189999
batch No.1580, time cost : 5.313287734985352, loss is : 0.5189529965756955
batch No.1581, time cost : 5.3214311599731445, loss is : 0.3339320432494002
batch No.1582, time cost : 5.315669536590576, loss is : 0.7543314497007383
batch No.1583, time cost : 5.335834980010986, loss is : 0.6016426863207693
batch No.1584, time cost : 5.333563804626465, loss is : 0.8214244877273605
batch No.1585, time cost : 5.283388614654541, loss is : 0.7858290390586429
batch No.1586, time cost : 5.283702850341797, loss is : 0.5457687628636589
batch No.1587, time cost : 5.947504281997681, loss is : 0.7867149643898519
batch No.1588, time cost : 5.351652145385742, loss is : 0.9028630585867408
batch No.1589, time cost : 5.311018943786621, loss is : 0.5441303638130959
batch No.1590, time cost : 5.339244604110718, loss is : 0.9049611759007065
batch No.1591, time cost : 5.33582067489624, loss is : 1.1045400981311095
batch No.1592, time cost : 5.3967084884643555, loss is : 1.0288409281362634
batch No.1593, time cost : 5.356179714202881, loss is : 1.0072812779170084
batch No.1594, time cost : 5.347891330718994, loss is : 0.7863167321785405
batch No.1595, time cost : 5.339069128036499, loss is : 0.4070474135828573
batch No.1596, time cost : 5.337916851043701, loss is : 0.8154619159509064
batch No.1597, time cost : 5.324535846710205, loss is : 0.6525619348984512
batch No.1598, time cost : 5.33757758140564, loss is : 0.8152786131492954
batch No.1599, time cost : 5.3349928855896, loss is : 1.1597694938664735
batch No.1600, time cost : 5.336845636367798, loss is : 0.8164797864937885
batch No.1601, time cost : 5.331630229949951, loss is : 0.7728104596515876
batch No.1602, time cost : 5.309251070022583, loss is : 0.7479110242849931
batch No.1603, time cost : 5.33392071723938, loss is : 1.0832673341843713
batch No.1604, time cost : 5.327563285827637, loss is : 0.7948338517039144
batch No.1605, time cost : 5.360415697097778, loss is : 1.1265482327313112
batch No.1606, time cost : 5.3096184730529785, loss is : 0.7270103638042287
batch No.1607, time cost : 5.295105934143066, loss is : 0.7441051440793283
batch No.1608, time cost : 5.375327825546265, loss is : 0.5976785722362954
batch No.1609, time cost : 5.308852910995483, loss is : 0.6973362089104357
batch No.1610, time cost : 5.364128112792969, loss is : 0.5396017207106283
batch No.1611, time cost : 5.336895704269409, loss is : 0.7697437544898369
batch No.1612, time cost : 5.350523948669434, loss is : 0.882646064581685
batch No.1613, time cost : 5.351174592971802, loss is : 0.7701372436306289
batch No.1614, time cost : 5.3393659591674805, loss is : 0.5015948050963933
batch No.1615, time cost : 5.335474014282227, loss is : 0.9388757158233445
batch No.1616, time cost : 5.340634822845459, loss is : 0.6397454520570911
batch No.1617, time cost : 5.345199108123779, loss is : 0.6822096323472459
batch No.1618, time cost : 5.346710443496704, loss is : 0.4636193217315027
batch No.1619, time cost : 5.341040849685669, loss is : 0.9300718188421886
batch No.1620, time cost : 5.4607648849487305, loss is : 0.798718911243581
batch No.1621, time cost : 5.588392019271851, loss is : 0.5006740957160603
batch No.1622, time cost : 5.413962125778198, loss is : 0.8159970434506327
batch No.1623, time cost : 5.3398144245147705, loss is : 0.8401015489757467
batch No.1624, time cost : 5.332046747207642, loss is : 0.7463041749167825
batch No.1625, time cost : 5.34579610824585, loss is : 0.5439255001576044
batch No.1626, time cost : 5.329899311065674, loss is : 0.5093042722691357
batch No.1627, time cost : 5.3708930015563965, loss is : 0.6070425177027836
batch No.1628, time cost : 5.367459774017334, loss is : 0.7266663657189882
batch No.1629, time cost : 5.345571279525757, loss is : 0.7605947317582442
batch No.1630, time cost : 5.329715251922607, loss is : 0.6077036918672896
batch No.1631, time cost : 5.3298869132995605, loss is : 0.6710412339966385
batch No.1632, time cost : 5.381084680557251, loss is : 0.5928491105151487
batch No.1633, time cost : 5.3346757888793945, loss is : 0.7236979755167461
batch No.1634, time cost : 6.152011394500732, loss is : 0.7178754933098872
batch No.1635, time cost : 5.742794513702393, loss is : 0.47217691005801155
batch No.1636, time cost : 5.313409090042114, loss is : 1.00660859591735
batch No.1637, time cost : 5.319207429885864, loss is : 0.6260940197812596
batch No.1638, time cost : 5.2999513149261475, loss is : 0.9396085828222753
batch No.1639, time cost : 5.301293611526489, loss is : 0.47495083314666475
batch No.1640, time cost : 5.337120532989502, loss is : 0.7321443797908584
batch No.1641, time cost : 5.283979177474976, loss is : 0.6342818158353337
batch No.1642, time cost : 5.311618089675903, loss is : 0.9084313424728984
batch No.1643, time cost : 5.350387334823608, loss is : 0.5247629836002684
batch No.1644, time cost : 5.354544162750244, loss is : 0.8617822543837892
batch No.1645, time cost : 5.317522764205933, loss is : 0.5472955998223765
batch No.1646, time cost : 5.30175518989563, loss is : 0.5599013342197243
batch No.1647, time cost : 5.326113700866699, loss is : 0.7539244119909884
batch No.1648, time cost : 5.310137033462524, loss is : 0.7417062611954076
batch No.1649, time cost : 5.535980463027954, loss is : 0.6664955055727053
batch No.1650, time cost : 5.775488615036011, loss is : 0.6845633849495495
batch No.1651, time cost : 5.385049819946289, loss is : 0.7823258706507622
batch No.1652, time cost : 5.455195665359497, loss is : 0.657696321659309
batch No.1653, time cost : 5.31504487991333, loss is : 0.5461406316184021
batch No.1654, time cost : 5.305109024047852, loss is : 0.5252149185056096
batch No.1655, time cost : 5.376978158950806, loss is : 0.8551802868893889
batch No.1656, time cost : 5.349033355712891, loss is : 0.5824847820230846
batch No.1657, time cost : 5.306745529174805, loss is : 0.8464798012917449
batch No.1658, time cost : 5.345519304275513, loss is : 0.649353462579948
batch No.1659, time cost : 5.330721139907837, loss is : 0.6152949940645879
batch No.1660, time cost : 5.2986273765563965, loss is : 1.0790322497043285
batch No.1661, time cost : 5.387632608413696, loss is : 0.7977526094719518
batch No.1662, time cost : 5.294997930526733, loss is : 0.6951465350105757
batch No.1663, time cost : 5.302982807159424, loss is : 1.008959152217594
batch No.1664, time cost : 5.31380820274353, loss is : 0.5731222267807126
batch No.1665, time cost : 5.317241430282593, loss is : 0.6145209646785177
batch No.1666, time cost : 5.3290863037109375, loss is : 0.5854689674538334
batch No.1667, time cost : 5.512593030929565, loss is : 0.6511558139736042
batch No.1668, time cost : 5.311854124069214, loss is : 0.5075488542165101
batch No.1669, time cost : 5.276893138885498, loss is : 0.45922943790255843
batch No.1670, time cost : 5.32560658454895, loss is : 0.8841658687811909
batch No.1671, time cost : 5.313283681869507, loss is : 0.5637330153730598
batch No.1672, time cost : 5.286108493804932, loss is : 0.6995954934439063
batch No.1673, time cost : 5.623189926147461, loss is : 0.5629601360769905
batch No.1674, time cost : 5.532280683517456, loss is : 0.8349134698791651
batch No.1675, time cost : 5.340380430221558, loss is : 0.36488731773568583
batch No.1676, time cost : 5.418772220611572, loss is : 1.1842767593821582
batch No.1677, time cost : 5.680318117141724, loss is : 0.6556649097592492
batch No.1678, time cost : 6.004475355148315, loss is : 0.8626394180365438
batch No.1679, time cost : 5.955223798751831, loss is : 0.41029253099958163
batch No.1680, time cost : 5.404872417449951, loss is : 0.49942898544171027
batch No.1681, time cost : 5.3509886264801025, loss is : 0.6485193484995375
batch No.1682, time cost : 5.4039695262908936, loss is : 0.8372969074209979
batch No.1683, time cost : 5.705461263656616, loss is : 0.5234471913823223
batch No.1684, time cost : 5.493158578872681, loss is : 1.28393904538293
batch No.1685, time cost : 5.547358989715576, loss is : 0.6984065743212752
batch No.1686, time cost : 5.333983659744263, loss is : 0.7345156748010226
batch No.1687, time cost : 5.3254499435424805, loss is : 0.6387149941529497
batch No.1688, time cost : 5.47533392906189, loss is : 0.7734395346460019
batch No.1689, time cost : 5.422547817230225, loss is : 0.6833252198258246
batch No.1690, time cost : 5.399430990219116, loss is : 0.9946623838480122
batch No.1691, time cost : 5.323263883590698, loss is : 0.6633163729516702
batch No.1692, time cost : 5.827735185623169, loss is : 1.0244505589587352
batch No.1693, time cost : 5.392402648925781, loss is : 0.9905413811343321
batch No.1694, time cost : 5.5836780071258545, loss is : 0.8282984989777799
batch No.1695, time cost : 6.088127136230469, loss is : 0.7696337499534595
batch No.1696, time cost : 5.6320507526397705, loss is : 0.6951063101434568
batch No.1697, time cost : 6.5523247718811035, loss is : 0.6737920933667241
batch No.1698, time cost : 5.94567084312439, loss is : 0.6588273540551922
batch No.1699, time cost : 5.897815704345703, loss is : 0.8544093864955355
batch No.1700, time cost : 5.921027421951294, loss is : 0.6769760561942475
batch No.1701, time cost : 6.648477077484131, loss is : 0.6954427018640441
batch No.1702, time cost : 6.161984443664551, loss is : 1.1059034617206718
batch No.1703, time cost : 5.6465370655059814, loss is : 0.7011335911472275
batch No.1704, time cost : 5.805706262588501, loss is : 1.1092666635188912
batch No.1705, time cost : 5.411236763000488, loss is : 0.7440356654085485
batch No.1706, time cost : 5.408321142196655, loss is : 0.8021725919536536
batch No.1707, time cost : 5.360961675643921, loss is : 0.5345886560506328
batch No.1708, time cost : 5.41771125793457, loss is : 0.5311720726212117
batch No.1709, time cost : 5.355697393417358, loss is : 0.8013975472716145
batch No.1710, time cost : 5.382043123245239, loss is : 0.6354883623300992
batch No.1711, time cost : 5.363953590393066, loss is : 0.7368629719310583
batch No.1712, time cost : 5.5607874393463135, loss is : 0.7480019740401442
batch No.1713, time cost : 5.914617538452148, loss is : 0.9258017776178578
batch No.1714, time cost : 5.817415237426758, loss is : 0.8069370822445041
batch No.1715, time cost : 5.744921445846558, loss is : 0.5934685123136866
batch No.1716, time cost : 5.8112242221832275, loss is : 0.9031834658455515
batch No.1717, time cost : 5.619474649429321, loss is : 0.6076824516097508
batch No.1718, time cost : 6.440676927566528, loss is : 0.6223518386413267
batch No.1719, time cost : 7.305666208267212, loss is : 1.0861214756954902
batch No.1720, time cost : 6.2069902420043945, loss is : 0.5885424810846313
batch No.1721, time cost : 6.072977542877197, loss is : 0.43956895314834066
batch No.1722, time cost : 5.861105918884277, loss is : 0.4541716608069042
batch No.1723, time cost : 5.557474613189697, loss is : 0.9153273586763515
batch No.1724, time cost : 5.889830827713013, loss is : 0.6582209250185465
batch No.1725, time cost : 5.625577449798584, loss is : 0.9028211989802627
batch No.1726, time cost : 5.430394172668457, loss is : 0.8069105358375951
batch No.1727, time cost : 5.545394659042358, loss is : 1.2273946505452673
batch No.1728, time cost : 5.482776641845703, loss is : 0.7777896081010379
batch No.1729, time cost : 5.44844388961792, loss is : 0.566021203422445
batch No.1730, time cost : 5.428351640701294, loss is : 0.5395827833286218
batch No.1731, time cost : 5.8940722942352295, loss is : 0.674623033217771
batch No.1732, time cost : 6.720442056655884, loss is : 0.8074980378918937
batch No.1733, time cost : 5.735701084136963, loss is : 1.1922260315120021
batch No.1734, time cost : 5.659201145172119, loss is : 0.8364414540752957
batch No.1735, time cost : 5.708990097045898, loss is : 0.48581161834880326
batch No.1736, time cost : 6.036443710327148, loss is : 0.7037082322318384
batch No.1737, time cost : 6.011975049972534, loss is : 0.7419963545311095
batch No.1738, time cost : 6.114932060241699, loss is : 0.6247910858705408
batch No.1739, time cost : 6.208008766174316, loss is : 1.0858928577703002
batch No.1740, time cost : 5.830669641494751, loss is : 0.7437714409727355
batch No.1741, time cost : 5.714558839797974, loss is : 0.7606145952922734
batch No.1742, time cost : 5.989873647689819, loss is : 0.8278024810527906
batch No.1743, time cost : 5.709774494171143, loss is : 0.6774746961345715
batch No.1744, time cost : 5.8748345375061035, loss is : 0.6707998278662545
batch No.1745, time cost : 6.021893262863159, loss is : 0.771885923219022
batch No.1746, time cost : 5.382226228713989, loss is : 0.6846674563199969
batch No.1747, time cost : 5.672317266464233, loss is : 0.6033994230369365
batch No.1748, time cost : 5.500820159912109, loss is : 0.48022793004590647
